SituationTitle,SituationID,Genre,Character,CharacterID,Entity,EntityID,Technology,Verb
The Nostalgist (Boy Learns Whats Real),2694,Movie,The Man,2691,NA,NA,NA,Attacked
The Nostalgist (Boy Learns Whats Real),2694,Narrative,The Man,2691,NA,NA,NA,Attacked
The Nostalgist (Boy Learns Whats Real),2694,Movie,The Boy,2692,NA,NA,NA,Unaware
The Nostalgist (Boy Learns Whats Real),2694,Narrative,The Boy,2692,NA,NA,NA,Unaware
The Nostalgist (Boy Learns Whats Real),2694,Movie,The Boy,2692,NA,NA,NA,Rescuing
The Nostalgist (Boy Learns Whats Real),2694,Narrative,The Boy,2692,NA,NA,NA,Rescuing
The Nostalgist (Boy Learns Whats Real),2694,Movie,NA,NA,NA,NA,Virtual reality,Revealing
The Nostalgist (Boy Learns Whats Real),2694,Narrative,NA,NA,NA,NA,Virtual reality,Revealing
The Nostalgist (Boy Learns Whats Real),2694,Movie,The Man,2691,NA,NA,NA,Rescued
The Nostalgist (Boy Learns Whats Real),2694,Narrative,The Man,2691,NA,NA,NA,Rescued
The Nostalgist (Boy Learns Whats Real),2694,Movie,The Man,2691,NA,NA,NA,Tricking
The Nostalgist (Boy Learns Whats Real),2694,Narrative,The Man,2691,NA,NA,NA,Tricking
The Nostalgist (Boy Learns Whats Real),2694,Movie,The Boy,2692,NA,NA,NA,Confused
The Nostalgist (Boy Learns Whats Real),2694,Narrative,The Boy,2692,NA,NA,NA,Confused
The Nostalgist (Boy Learns Whats Real),2694,Movie,NA,NA,NA,NA,Virtual reality,Hiding
The Nostalgist (Boy Learns Whats Real),2694,Narrative,NA,NA,NA,NA,Virtual reality,Hiding
The Nostalgist (Boy Learns Whats Real),2694,Movie,The Man,2691,NA,NA,NA,Aware
The Nostalgist (Boy Learns Whats Real),2694,Narrative,The Man,2691,NA,NA,NA,Aware
BlinkyTM (Failing robot cooks son),2687,Movie,Alex Neville,2685,NA,NA,NA,Commanding
BlinkyTM (Failing robot cooks son),2687,Narrative,NA,NA,NA,NA,AI,Killing
BlinkyTM (Failing robot cooks son),2687,Movie,NA,NA,NA,NA,AI,Killing
BlinkyTM (Failing robot cooks son),2687,Narrative,NA,NA,NA,NA,AI,Flawed
BlinkyTM (Failing robot cooks son),2687,Movie,NA,NA,NA,NA,AI,Flawed
BlinkyTM (Failing robot cooks son),2687,Narrative,Alex Neville,2685,NA,NA,NA,Yelling
BlinkyTM (Failing robot cooks son),2687,Movie,Alex Neville,2685,NA,NA,NA,Yelling
BlinkyTM (Failing robot cooks son),2687,Narrative,Alex Neville,2685,NA,NA,NA,Killed
BlinkyTM (Failing robot cooks son),2687,Movie,Alex Neville,2685,NA,NA,NA,Killed
BlinkyTM (Failing robot cooks son),2687,Narrative,NA,NA,NA,NA,AI,Malfunctioning
BlinkyTM (Failing robot cooks son),2687,Movie,NA,NA,NA,NA,AI,Malfunctioning
BlinkyTM (Failing robot cooks son),2687,Narrative,Alex Neville,2685,NA,NA,NA,Provoking
BlinkyTM (Failing robot cooks son),2687,Movie,Alex Neville,2685,NA,NA,NA,Provoking
BlinkyTM (Failing robot cooks son),2687,Narrative,Alex Neville,2685,NA,NA,NA,Commanding
ZARI (Robot and Dog becomes friends),2682,Narrative,NA,NA,NA,NA,AI,Communicating
ZARI (Robot and Dog becomes friends),2682,Movie,NA,NA,NA,NA,AI,Befriending
ZARI (Robot and Dog becomes friends),2682,Narrative,Shelly,2681,NA,NA,NA,Befriending
ZARI (Robot and Dog becomes friends),2682,Movie,NA,NA,NA,NA,AI,Recording
ZARI (Robot and Dog becomes friends),2682,Narrative,Shelly,2681,NA,NA,NA,Communicating
ZARI (Robot and Dog becomes friends),2682,Movie,Shelly,2681,NA,NA,NA,Playing
ZARI (Robot and Dog becomes friends),2682,Narrative,NA,NA,NA,NA,AI,Befriending
ZARI (Robot and Dog becomes friends),2682,Narrative,NA,NA,NA,NA,AI,Recording
ZARI (Robot and Dog becomes friends),2682,Movie,NA,NA,NA,NA,AI,Communicating
ZARI (Robot and Dog becomes friends),2682,Narrative,Shelly,2681,NA,NA,NA,Playing
ZARI (Robot and Dog becomes friends),2682,Movie,Shelly,2681,NA,NA,NA,Befriending
ZARI (Robot and Dog becomes friends),2682,Movie,Shelly,2681,NA,NA,NA,Communicating
Hyper Reality (Juliana`s account gets hacked),2679,Movie,Juliana Restrepo,2678,NA,NA,NA,Confused
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,NA,NA,NA,NA,Augmented reality,Failing
Hyper Reality (Juliana`s account gets hacked),2679,Movie,NA,NA,NA,NA,Motion tracking,Assisting
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,Unknown hacker (Hyper reality),2680,NA,NA,NA,Stealing
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,NA,NA,NA,NA,Augmented reality,Displaying
Hyper Reality (Juliana`s account gets hacked),2679,Movie,NA,NA,NA,NA,Augmented reality,Entertaining
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,NA,NA,NA,NA,Motion tracking,Entertaining
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,Juliana Restrepo,2678,NA,NA,NA,Confused
Hyper Reality (Juliana`s account gets hacked),2679,Movie,NA,NA,NA,NA,Augmented reality,Assisting
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,NA,NA,NA,NA,Motion tracking,Assisting
Hyper Reality (Juliana`s account gets hacked),2679,Movie,Unknown hacker (Hyper reality),2680,NA,NA,NA,Hacking
Hyper Reality (Juliana`s account gets hacked),2679,Movie,Juliana Restrepo,2678,NA,NA,NA,Injured
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,NA,NA,NA,NA,Augmented reality,Entertaining
Hyper Reality (Juliana`s account gets hacked),2679,Movie,NA,NA,NA,NA,Motion tracking,Failing
Hyper Reality (Juliana`s account gets hacked),2679,Movie,Juliana Restrepo,2678,NA,NA,NA,Hacked
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,NA,NA,NA,NA,Augmented reality,Assisting
Hyper Reality (Juliana`s account gets hacked),2679,Movie,NA,NA,NA,NA,Motion tracking,Displaying
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,Unknown hacker (Hyper reality),2680,NA,NA,NA,Hacking
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,Juliana Restrepo,2678,NA,NA,NA,Injured
Hyper Reality (Juliana`s account gets hacked),2679,Movie,NA,NA,NA,NA,Augmented reality,Failing
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,NA,NA,NA,NA,Motion tracking,Failing
Hyper Reality (Juliana`s account gets hacked),2679,Movie,Unknown hacker (Hyper reality),2680,NA,NA,NA,Stealing
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,Juliana Restrepo,2678,NA,NA,NA,Hacked
Hyper Reality (Juliana`s account gets hacked),2679,Movie,NA,NA,NA,NA,Augmented reality,Displaying
Hyper Reality (Juliana`s account gets hacked),2679,Narrative,NA,NA,NA,NA,Motion tracking,Displaying
Hyper Reality (Juliana`s account gets hacked),2679,Movie,NA,NA,NA,NA,Motion tracking,Entertaining
A Date in 2025 (Daniel dating Amber),2675,Movie,Daniel,2673,NA,NA,NA,Interacting
A Date in 2025 (Daniel dating Amber),2675,Movie,Amber,2674,NA,NA,NA,Generated
A Date in 2025 (Daniel dating Amber),2675,Narrative,Amber,2674,NA,NA,NA,Generated
A Date in 2025 (Daniel dating Amber),2675,Movie,NA,NA,NA,NA,Virtual reality,Enabling
A Date in 2025 (Daniel dating Amber),2675,Narrative,NA,NA,NA,NA,Virtual reality,Enabling
A Date in 2025 (Daniel dating Amber),2675,Movie,NA,NA,NA,NA,Virtual reality,Connecting
A Date in 2025 (Daniel dating Amber),2675,Narrative,NA,NA,NA,NA,Virtual reality,Displaying
A Date in 2025 (Daniel dating Amber),2675,Movie,Daniel,2673,NA,NA,NA,Chatting
A Date in 2025 (Daniel dating Amber),2675,Movie,Amber,2674,NA,NA,NA,transmitted
A Date in 2025 (Daniel dating Amber),2675,Narrative,Daniel,2673,NA,NA,NA,Interacting
A Date in 2025 (Daniel dating Amber),2675,Narrative,Amber,2674,NA,NA,NA,transmitted
A Date in 2025 (Daniel dating Amber),2675,Movie,Amber,2674,NA,NA,NA,Chatting
A Date in 2025 (Daniel dating Amber),2675,Narrative,Amber,2674,NA,NA,NA,Chatting
A Date in 2025 (Daniel dating Amber),2675,Narrative,NA,NA,NA,NA,Virtual reality,Connecting
A Date in 2025 (Daniel dating Amber),2675,Movie,NA,NA,NA,NA,Virtual reality,Displaying
A Date in 2025 (Daniel dating Amber),2675,Narrative,Daniel,2673,NA,NA,NA,Chatting
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,Image generation,Intimidating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,Image generation,Intimidating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,Ocular implant,Protecting
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,Ocular implant,Protecting
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,Image generation,Displaying
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,Image generation,Displaying
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,Krissana Khongtip,2669,NA,NA,NA,Seeing
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,Krissana Khongtip,2669,NA,NA,NA,Seeing
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,Holograms,Decorating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,Holograms,Decorating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,Orfea Leung,2668,NA,NA,NA,Intimidated
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,Orfea Leung,2668,NA,NA,NA,Intimidated
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,AI,Intimidating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,AI,Intimidating
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,Orfea Leung,2668,NA,NA,NA,Travelling
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,Orfea Leung,2668,NA,NA,NA,Travelling
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,AI,Displaying
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,AI,Displaying
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,Image generation,Decorating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,Image generation,Decorating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,Krissana Khongtip,2669,NA,NA,NA,Intimidated
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,Krissana Khongtip,2669,NA,NA,NA,Intimidated
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,Holograms,Intimidating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,Holograms,Intimidating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,Krissana Khongtip,2669,NA,NA,NA,Travelling
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,Krissana Khongtip,2669,NA,NA,NA,Travelling
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,Holograms,Displaying
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,Holograms,Displaying
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,Orfea Leung,2668,NA,NA,NA,Seeing
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,Orfea Leung,2668,NA,NA,NA,Seeing
And Shall Machines Surrender (Computer-generated surroundings),2667,Novel,NA,NA,NA,NA,AI,Decorating
And Shall Machines Surrender (Computer-generated surroundings),2667,Narrative,NA,NA,NA,NA,AI,Decorating
And Shall Machines Surrender (Optical implants),2666,Narrative,NA,NA,NA,NA,Ocular implant,Helping
And Shall Machines Surrender (Optical implants),2666,Novel,Orfea Leung,2668,NA,NA,NA,Directed
And Shall Machines Surrender (Optical implants),2666,Narrative,NA,NA,NA,NA,Ocular implant,Informing
And Shall Machines Surrender (Optical implants),2666,Novel,NA,NA,NA,NA,Ocular implant,Helping
And Shall Machines Surrender (Optical implants),2666,Novel,NA,NA,NA,NA,Ocular implant,Informing
And Shall Machines Surrender (Optical implants),2666,Narrative,Orfea Leung,2668,NA,NA,NA,Informed
And Shall Machines Surrender (Optical implants),2666,Narrative,NA,NA,NA,NA,Ocular implant,Displaying
And Shall Machines Surrender (Optical implants),2666,Novel,Orfea Leung,2668,NA,NA,NA,Informed
And Shall Machines Surrender (Optical implants),2666,Novel,NA,NA,NA,NA,Ocular implant,Displaying
And Shall Machines Surrender (Optical implants),2666,Narrative,Orfea Leung,2668,NA,NA,NA,Directed
This Time Away (Louisa watching Nigel),2664,Narrative,Louisa,2662,NA,NA,NA,Watching
This Time Away (Louisa watching Nigel),2664,Narrative,Nigel,2660,NA,NA,NA,Unaware
This Time Away (Louisa watching Nigel),2664,Movie,Max robot,2661,NA,NA,NA,Following
This Time Away (Louisa watching Nigel),2664,Narrative,NA,NA,NA,NA,Camera,Transmitting
This Time Away (Louisa watching Nigel),2664,Narrative,Nigel,2660,NA,NA,NA,Recorded
This Time Away (Louisa watching Nigel),2664,Movie,Max robot,2661,NA,NA,NA,Recording
This Time Away (Louisa watching Nigel),2664,Narrative,NA,NA,NA,NA,AI,Transmitting
This Time Away (Louisa watching Nigel),2664,Movie,NA,NA,NA,NA,Camera,Revealing
This Time Away (Louisa watching Nigel),2664,Movie,Nigel,2660,NA,NA,NA,Monitored
This Time Away (Louisa watching Nigel),2664,Narrative,Max robot,2661,NA,NA,NA,Following
This Time Away (Louisa watching Nigel),2664,Movie,NA,NA,NA,NA,AI,Revealing
This Time Away (Louisa watching Nigel),2664,Movie,Nigel,2660,NA,NA,NA,Rescuing
This Time Away (Louisa watching Nigel),2664,Narrative,Max robot,2661,NA,NA,NA,Recording
This Time Away (Louisa watching Nigel),2664,Movie,Max robot,2661,NA,NA,NA,Helping
This Time Away (Louisa watching Nigel),2664,Narrative,NA,NA,NA,NA,Camera,Revealing
This Time Away (Louisa watching Nigel),2664,Narrative,Nigel,2660,NA,NA,NA,Monitored
This Time Away (Louisa watching Nigel),2664,Movie,Max robot,2661,NA,NA,NA,Transmitting
This Time Away (Louisa watching Nigel),2664,Narrative,NA,NA,NA,NA,AI,Revealing
This Time Away (Louisa watching Nigel),2664,Movie,Louisa,2662,NA,NA,NA,Watching
This Time Away (Louisa watching Nigel),2664,Narrative,Nigel,2660,NA,NA,NA,Rescuing
This Time Away (Louisa watching Nigel),2664,Movie,Nigel,2660,NA,NA,NA,Unaware
This Time Away (Louisa watching Nigel),2664,Narrative,Max robot,2661,NA,NA,NA,Helping
This Time Away (Louisa watching Nigel),2664,Movie,NA,NA,NA,NA,Camera,Transmitting
This Time Away (Louisa watching Nigel),2664,Movie,Nigel,2660,NA,NA,NA,Recorded
This Time Away (Louisa watching Nigel),2664,Narrative,Max robot,2661,NA,NA,NA,Transmitting
This Time Away (Louisa watching Nigel),2664,Movie,NA,NA,NA,NA,AI,Transmitting
Change Return (Man tricks service drone),2657,Narrative,Pig,2658,NA,NA,NA,Removed
Change Return (Man tricks service drone),2657,Movie,Pig,2658,NA,NA,NA,Classified
Change Return (Man tricks service drone),2657,Movie,Hungry Man,2656,NA,NA,NA,Starving
Change Return (Man tricks service drone),2657,Narrative,Pig,2658,NA,NA,NA,Scanned
Change Return (Man tricks service drone),2657,Movie,Pig,2658,NA,NA,NA,Removed
Change Return (Man tricks service drone),2657,Narrative,NA,NA,NA,NA,Object recognition,Tricked
Change Return (Man tricks service drone),2657,Narrative,NA,NA,NA,NA,Drones,Protecting
Change Return (Man tricks service drone),2657,Movie,Pig,2658,NA,NA,NA,Scanned
Change Return (Man tricks service drone),2657,Narrative,NA,NA,NA,NA,Object recognition,Scanning
Change Return (Man tricks service drone),2657,Movie,NA,NA,NA,NA,Object recognition,Tricked
Change Return (Man tricks service drone),2657,Narrative,NA,NA,NA,NA,Drones,Servicing
Change Return (Man tricks service drone),2657,Movie,NA,NA,NA,NA,Drones,Protecting
Change Return (Man tricks service drone),2657,Narrative,Pig,2658,NA,NA,NA,Rescued
Change Return (Man tricks service drone),2657,Movie,NA,NA,NA,NA,Object recognition,Scanning
Change Return (Man tricks service drone),2657,Movie,NA,NA,NA,NA,Drones,Servicing
Change Return (Man tricks service drone),2657,Narrative,Hungry Man,2656,NA,NA,NA,Tricking
Change Return (Man tricks service drone),2657,Narrative,Pig,2658,NA,NA,NA,Analysed
Change Return (Man tricks service drone),2657,Movie,Pig,2658,NA,NA,NA,Rescued
Change Return (Man tricks service drone),2657,Movie,Hungry Man,2656,NA,NA,NA,Tricking
Change Return (Man tricks service drone),2657,Narrative,NA,NA,NA,NA,Drones,Flying
Change Return (Man tricks service drone),2657,Movie,Pig,2658,NA,NA,NA,Analysed
Change Return (Man tricks service drone),2657,Narrative,NA,NA,NA,NA,Object recognition,Classifying
Change Return (Man tricks service drone),2657,Narrative,NA,NA,NA,NA,Drones,Helping
Change Return (Man tricks service drone),2657,Movie,NA,NA,NA,NA,Drones,Flying
Change Return (Man tricks service drone),2657,Narrative,Pig,2658,NA,NA,NA,Classified
Change Return (Man tricks service drone),2657,Movie,NA,NA,NA,NA,Object recognition,Classifying
Change Return (Man tricks service drone),2657,Narrative,Hungry Man,2656,NA,NA,NA,Starving
Change Return (Man tricks service drone),2657,Movie,NA,NA,NA,NA,Drones,Helping
Utbryterne (Fake video of explosion),2652,Narrative,Garm Galtung (Utbryterne),2653,NA,NA,NA,Tricking
Utbryterne (Fake video of explosion),2652,Novel,Garm Galtung (Utbryterne),2653,NA,NA,NA,Tricking
Utbryterne (Fake video of explosion),2652,Narrative,Garm Galtung (Utbryterne),2653,NA,NA,NA,Threatening
Utbryterne (Fake video of explosion),2652,Novel,Garm Galtung (Utbryterne),2653,NA,NA,NA,Threatening
Utbryterne (Fake video of explosion),2652,Narrative,Carla (Utbryterne),2640,NA,NA,NA,Tricked
Utbryterne (Fake video of explosion),2652,Novel,Carla (Utbryterne),2640,NA,NA,NA,Tricked
Utbryterne (Fake video of explosion),2652,Narrative,NA,NA,NA,NA,Image generation,Faking
Utbryterne (Fake video of explosion),2652,Novel,NA,NA,NA,NA,Image generation,Faking
Utbryterne (Fake video of explosion),2652,Narrative,Garm Galtung (Utbryterne),2653,NA,NA,NA,Faking
Utbryterne (Fake video of explosion),2652,Novel,Garm Galtung (Utbryterne),2653,NA,NA,NA,Faking
Utbryterne (Fake video of explosion),2652,Narrative,Carla (Utbryterne),2640,NA,NA,NA,Grieving
Utbryterne (Fake video of explosion),2652,Novel,Carla (Utbryterne),2640,NA,NA,NA,Grieving
Utbryterne (Fake video of explosion),2652,Narrative,NA,NA,NA,NA,Image generation,Tricking
Utbryterne (Fake video of explosion),2652,Novel,NA,NA,NA,NA,Image generation,Tricking
Stellar (Band captures woman),2645,Narrative,"""Incubus""",2636,NA,NA,NA,Watching
Stellar (Band captures woman),2645,Music video,"""Incubus""",2636,NA,NA,NA,Watching
Stellar (Band captures woman),2645,Narrative,NA,NA,NA,NA,Satellite images,Capturing
Stellar (Band captures woman),2645,Music video,NA,NA,NA,NA,Satellite images,Capturing
Stellar (Band captures woman),2645,Narrative,NA,NA,NA,NA,MicroscopeOrTelescope,Capturing
Stellar (Band captures woman),2645,Music video,NA,NA,NA,NA,MicroscopeOrTelescope,Capturing
Stellar (Band captures woman),2645,Narrative,"""Incubus""",2636,NA,NA,NA,Spying
Stellar (Band captures woman),2645,Music video,"""Incubus""",2636,NA,NA,NA,Spying
Stellar (Band captures woman),2645,Narrative,NA,NA,NA,NA,Satellite images,Identifying
Stellar (Band captures woman),2645,Music video,NA,NA,NA,NA,Satellite images,Identifying
Stellar (Band captures woman),2645,Narrative,NA,NA,NA,NA,MicroscopeOrTelescope,Identifying
Stellar (Band captures woman),2645,Music video,NA,NA,NA,NA,MicroscopeOrTelescope,Identifying
Stellar (Band captures woman),2645,Narrative,"""Incubus""",2636,NA,NA,NA,Capturing
Stellar (Band captures woman),2645,Music video,"""Incubus""",2636,NA,NA,NA,Capturing
Utbryterne (Carla mistrusts reality),2647,Novel,NA,NA,NA,NA,Holograms,Deceiving
Utbryterne (Carla mistrusts reality),2647,Narrative,NA,NA,NA,NA,Holograms,Deceiving
Utbryterne (Carla mistrusts reality),2647,Novel,Carla (Utbryterne),2640,NA,NA,NA,Distrusting
Utbryterne (Carla mistrusts reality),2647,Narrative,Carla (Utbryterne),2640,NA,NA,NA,Distrusting
Utbryterne (Breaking the screen-walls),2644,Novel,NA,NA,NA,NA,Surveillance cameras,Concealing
Utbryterne (Breaking the screen-walls),2644,Narrative,Carla (Utbryterne),2640,NA,NA,NA,Breaking
Utbryterne (Breaking the screen-walls),2644,Narrative,NA,NA,NA,NA,Surveillance cameras,Concealing
Utbryterne (Breaking the screen-walls),2644,Novel,Carla (Utbryterne),2640,NA,NA,NA,Communicating
Utbryterne (Breaking the screen-walls),2644,Novel,NA,NA,NA,NA,Surveillance cameras,Recording
Utbryterne (Breaking the screen-walls),2644,Narrative,Carla (Utbryterne),2640,NA,NA,NA,Communicating
Utbryterne (Breaking the screen-walls),2644,Narrative,NA,NA,NA,NA,Surveillance cameras,Recording
Utbryterne (Breaking the screen-walls),2644,Novel,Carla (Utbryterne),2640,NA,NA,NA,Breaking
Utbryterne (Hologram rings),2643,Narrative,Carla (Utbryterne),2640,NA,NA,NA,Watching
Utbryterne (Hologram rings),2643,Novel,Carla (Utbryterne),2640,NA,NA,NA,Communicating
Utbryterne (Hologram rings),2643,Narrative,Noah (Utbryterne),2641,NA,NA,NA,Showing
Utbryterne (Hologram rings),2643,Narrative,NA,NA,NA,NA,Holograms,Revealing
Utbryterne (Hologram rings),2643,Novel,NA,NA,NA,NA,Holograms,Displaying
Utbryterne (Hologram rings),2643,Narrative,NA,NA,NA,NA,Holograms,Informing
Utbryterne (Hologram rings),2643,Novel,Carla (Utbryterne),2640,NA,NA,NA,Informed
Utbryterne (Hologram rings),2643,Narrative,Carla (Utbryterne),2640,NA,NA,NA,Surprised
Utbryterne (Hologram rings),2643,Novel,Carla (Utbryterne),2640,NA,NA,NA,Watching
Utbryterne (Hologram rings),2643,Narrative,Carla (Utbryterne),2640,NA,NA,NA,Communicating
Utbryterne (Hologram rings),2643,Novel,Noah (Utbryterne),2641,NA,NA,NA,Showing
Utbryterne (Hologram rings),2643,Novel,NA,NA,NA,NA,Holograms,Revealing
Utbryterne (Hologram rings),2643,Narrative,NA,NA,NA,NA,Holograms,Displaying
Utbryterne (Hologram rings),2643,Novel,NA,NA,NA,NA,Holograms,Informing
Utbryterne (Hologram rings),2643,Narrative,Carla (Utbryterne),2640,NA,NA,NA,Informed
Utbryterne (Hologram rings),2643,Novel,Carla (Utbryterne),2640,NA,NA,NA,Surprised
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,AI,Killing
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Unnamed technician (Gnomon),2639,NA,NA,NA,Implementing
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Diana Hunter (Gnomon),2633,NA,NA,NA,Exposed
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,Body scans,Exposing
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Diana Hunter (Gnomon),2633,NA,NA,NA,Examined
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,Biometrics,Displaying
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Mielikki Neith (Gnomon),2634,NA,NA,NA,Intruding
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,AI,Revealing
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Mielikki Neith (Gnomon),2634,NA,NA,NA,Learning
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,Body scans,Killing
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,Body scans,Displaying
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Diana Hunter (Gnomon),2633,NA,NA,NA,Narrating
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,AI,Exposing
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Mielikki Neith (Gnomon),2634,NA,NA,NA,Experiencing
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Unnamed technician (Gnomon),2639,NA,NA,NA,Frightened
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Mielikki Neith (Gnomon),2634,NA,NA,NA,Examining
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,Body scans,Revealing
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,Biometrics,Exposing
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,AI,Displaying
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Diana Hunter (Gnomon),2633,NA,NA,NA,Resisting
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Unnamed technician (Gnomon),2639,NA,NA,NA,Implementing
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Diana Hunter (Gnomon),2633,NA,NA,NA,Dying
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,Biometrics,Killing
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,Biometrics,Displaying
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Unnamed technician (Gnomon),2639,NA,NA,NA,Reading
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Diana Hunter (Gnomon),2633,NA,NA,NA,Examined
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,Body scans,Killing
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Diana Hunter (Gnomon),2633,NA,NA,NA,Objecting
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,Biometrics,Revealing
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Mielikki Neith (Gnomon),2634,NA,NA,NA,Learning
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,AI,Exposing
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Unnamed technician (Gnomon),2639,NA,NA,NA,Explaining
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Diana Hunter (Gnomon),2633,NA,NA,NA,Narrating
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,Body scans,Revealing
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Diana Hunter (Gnomon),2633,NA,NA,NA,Exposed
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,AI,Killing
Gnomon (forensic investigation of Diana Hunter),2638,Novel,Mielikki Neith (Gnomon),2634,NA,NA,NA,Examining
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,AI,Displaying
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,Mielikki Neith (Gnomon),2634,NA,NA,NA,Intruding
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,Body scans,Exposing
Gnomon (forensic investigation of Diana Hunter),2638,Novel,NA,NA,NA,NA,Biometrics,Killing
Gnomon (forensic investigation of Diana Hunter),2638,Narrative,NA,NA,NA,NA,AI,Revealing
